name,category,lat,lon,district,street,price,popularity,characteristic,region
Hougang Polyclinic,clinic,1.369934,103.8890148,HOUGANG,Hougang Avenue 4,Situational/Consultation Fee,5,"#health, #wellness",NORTH-EAST
Choa Chu Kang Polyclinic,clinic,1.3822883,103.750752,CHOA CHU KANG,Teck Whye Crescent,Situational/Consultation Fee,2,"#health, #wellness",WEST
Neo Smiles Dental Studio,dentist,1.3257047,103.9320408,BEDOK,Bedok North Street 1,Situational/Consultation Fee,4,"#health, #wellness",EAST
Wans Dentist,dentist,1.3108455,103.901176,GEYLANG,Joo Chiat Road,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Westfield Dental Surgery,dentist,1.3107822,103.9012261,GEYLANG,Joo Chiat Road,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
International Dental Centre,dentist,1.2825307,103.8469977,OUTRAM,Gemmill Lane,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Smilepoint,dentist,1.311057,103.7965005,BUKIT TIMAH,Jalan Merah Saga,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Vincents Dental Surgery,dentist,1.3082826,103.8951797,MARINE PARADE,Tanjong Katong Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Raintree Dental Clinic,dentist,1.3057571,103.9044803,MARINE PARADE,East Coast Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Canaan Dental Surgery,dentist,1.3131242,103.9264492,BEDOK,Upper East Coast Road,Situational/Consultation Fee,4,"#health, #wellness",EAST
The Dental Practice,dentist,1.3151595,103.8918938,GEYLANG,Geylang Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Dental Surgery,dentist,1.3167746,103.9017317,GEYLANG,Changi Road,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Nam Fung Dental Surgery,dentist,1.3147407,103.8910426,GEYLANG,Geylang Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Nanyang Dentist,dentist,1.3120138,103.8767639,GEYLANG,Geylang Road,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Q&M Dental Surgery (Hougang),dentist,1.3704538,103.8954633,HOUGANG,Hougang Avenue 10,Situational/Consultation Fee,4,"#health, #wellness",NORTH-EAST
Dental Focus,dentist,1.3164253,103.8994402,GEYLANG,Changi Road,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Dr Lams Dental Surgery,dentist,1.3064296,103.9047233,MARINE PARADE,Joo Chiat Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Coast Dental,dentist,1.3063195,103.9047992,MARINE PARADE,Joo Chiat Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Azure Dental,dentist,1.3310028,103.7963823,BUKIT TIMAH,Bukit Timah Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Icon Dental Surgeons,dentist,1.3314921,103.7948908,BUKIT TIMAH,Bukit Timah Road,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Q&M Dental Surgery,dentist,1.3638425,103.8650391,SERANGOON,Serangoon Garden Way,Situational/Consultation Fee,4,"#health, #wellness",NORTH-EAST
Nuffield Dental,dentist,1.3634203,103.8657066,SERANGOON,Serangoon Garden Way,Situational/Consultation Fee,3,"#health, #wellness",NORTH-EAST
Pure Dental Studio,dentist,1.3649404,103.8660422,SERANGOON,Kensington Park Road,Situational/Consultation Fee,4,"#health, #wellness",NORTH-EAST
Dental Designs,dentist,1.2819195,103.8482084,OUTRAM,Telok Ayer Street,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Your River Valley Dentist is Here,dentist,1.2941389,103.8422451,MUSEUM,River Valley Road,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Ascent Dental Surgeons,dentist,1.3419993,103.7745628,BUKIT TIMAH,Chun Tin Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Gentle Dental Group,dentist,1.3409993,103.7721856,BUKIT TIMAH,Lorong Kilat,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Pure Dental,dentist,1.3404612,103.77398,BUKIT TIMAH,Jalan Jurong Kechil,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Gentle Dental Group,dentist,1.2954357,103.8301715,TANGLIN,River Valley Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Horizon Dental Surgery,dentist,1.2872178,103.8405964,OUTRAM,Chin Swee Road,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Q&M Dental Centre (River Valley),dentist,1.2962809,103.8300802,TANGLIN,Hoot Kiam Road,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Rochor Dental Clinic,dentist,1.3017517,103.8525453,ROCHOR,Bencoolen Street,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Family Dental Centre,dentist,1.3225539,103.8534591,NOVENA,Whampoa Drive,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
LVDA Dental Centre,dentist,1.3528108,103.8344487,BISHAN,Upper Thomson Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Q&M Dental Centre,dentist,1.3263297,103.8427334,NOVENA,Balestier Road,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Jurong Dental Surgery,dentist,1.349609,103.7193168,JURONG WEST,Jurong West Street 51,Situational/Consultation Fee,3,"#health, #wellness",WEST
Dental Surgery,dentist,1.3692387,103.8498585,ANG MO KIO,Ang Mo Kio Avenue 8,Situational/Consultation Fee,4,"#health, #wellness",NORTH-EAST
Redhill Dental Surgery,dentist,1.2881403,103.815157,BUKIT MERAH,Redhill Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
M K Dental Surgery,dentist,1.329663,103.9023403,GEYLANG,Ubi Avenue 1,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Q & M Dental Surgery,dentist,1.3320548,103.9140215,BEDOK,Bedok Reservoir Road,Situational/Consultation Fee,1,"#health, #wellness",EAST
Manchester Dental Care,dentist,1.3332775,103.9143671,BEDOK,Bedok Reservoir Road,Situational/Consultation Fee,2,"#health, #wellness",EAST
B. K. Lim Dental Surgery,dentist,1.3323828,103.9146377,BEDOK,Bedok Reservoir Road,Situational/Consultation Fee,1,"#health, #wellness",EAST
NEUGen Dental,dentist,1.3336103,103.9148519,BEDOK,Bedok Reservoir Road,Situational/Consultation Fee,1,"#health, #wellness",EAST
Pan Island dental Surgery,dentist,1.3325618,103.9142633,BEDOK,Bedok Reservoir Road,Situational/Consultation Fee,4,"#health, #wellness",EAST
Mandarin Dental Centre,dentist,1.2833402,103.81578,BUKIT MERAH,Bukit Merah Central,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
G.H. Goh Dental Surgery,dentist,1.2836612,103.8159172,BUKIT MERAH,Bukit Merah Central,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Q&M Dental Surgery,dentist,1.3399601,103.7740475,BUKIT TIMAH,Jalan Jurong Kechil,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Dover Dental Surgery,dentist,1.3047532,103.7816055,QUEENSTOWN,Dover Crescent,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Casa Dental (Holland),dentist,1.3085503,103.7929917,QUEENSTOWN,Holland Drive,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
depacific,dentist,1.3266743,103.8454947,NOVENA,Balestier Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Q&M Dental,dentist,1.3112363,103.7959918,BUKIT TIMAH,Holland Avenue,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Bright Dental Surgery,dentist,1.3628253,103.888254,HOUGANG,Upper Serangoon Road,Situational/Consultation Fee,4,"#health, #wellness",NORTH-EAST
B9 Dental Centre (Clementi),dentist,1.3142384,103.7648427,CLEMENTI,Clementi Avenue 3,Situational/Consultation Fee,5,"#health, #wellness",WEST
Faith Dental Surgery,dentist,1.3699728,103.8724153,SERANGOON,Serangoon North Avenue 1,Situational/Consultation Fee,2,"#health, #wellness",NORTH-EAST
Q & M Dental Surgery (Jurong West),dentist,1.3395352,103.7070067,JURONG WEST,Jurong West Central 2,Situational/Consultation Fee,5,"#health, #wellness",WEST
Q&M,dentist,1.2915727,103.8505353,DOWNTOWN CORE,North Bridge Road Funan,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
The Dental Practice,dentist,1.3373225,103.921251,BEDOK,Bedok Reservoir Road,Situational/Consultation Fee,4,"#health, #wellness",EAST
DePacific Dental,dentist,1.327036,103.8464306,NOVENA,Ah Hood Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Advanced Dental,dentist,1.3734942,103.9484491,PASIR RIS,Pasir Ris Central,Situational/Consultation Fee,5,"#health, #wellness",EAST
Twinkle Family Dentalcare,dentist,1.3741672,103.9485354,PASIR RIS,Pasir Ris Central,Situational/Consultation Fee,4,"#health, #wellness",EAST
Smilefocus,dentist,1.3031326,103.8238791,ORCHARD,Orchard Boulevard,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
GPA Dental  Parkview Square,dentist,1.3002416,103.8573517,DOWNTOWN CORE,North Bridge Road,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Q&M,dentist,1.2856707,103.8451123,OUTRAM,Chinatown Point,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
Tanglin Dental,dentist,1.3223571,103.763775,CLEMENTI,Clementi Avenue 6,Situational/Consultation Fee,4,"#health, #wellness",WEST
Q&M Dental Surgery,dentist,1.354389,103.9447323,TAMPINES,Tampines 1,Situational/Consultation Fee,3,"#health, #wellness",EAST
Royce Dental Surgery,dentist,1.3642934,103.8651361,SERANGOON,Serangoon Garden Way,Situational/Consultation Fee,5,"#health, #wellness",NORTH-EAST
National Cancer Centre Singapore Proton Therapy Centre,hospital,1.2813333,103.8380544,BUKIT MERAH,Outram Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Farrer Park Hospital,hospital,1.3126,103.854,ROCHOR,Farrer Park Station Road,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Priya Sen Skin & Laser Centre,hospital,1.3225665,103.8136561,TANGLIN,Serene Centre #02-03,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
StarMed Specialist Centre,hospital,1.3122814,103.8546429,ROCHOR,Farrer Park Station Road,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Sengkang General & Community Hospital,hospital,1.3952091,103.8925269,SENGKANG,Sengkang East Way,Situational/Consultation Fee,2,"#health, #wellness",NORTH-EAST
Changi General Hospital,hospital,1.3403638,103.9491054,TAMPINES,Simei Street 3,Situational/Consultation Fee,5,"#health, #wellness",EAST
Gleneagles Hospital,hospital,1.3073675,103.8198296,TANGLIN,Napier Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Raffles Hospital,hospital,1.3011633,103.857147,DOWNTOWN CORE,North Bridge Road,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Mount Alvernia Hospital,hospital,1.342202,103.8379314,TOA PAYOH,Thomson Road,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Jurong West Joint Testing & Vaccination Centre,hospital,1.3525818,103.7268897,JURONG WEST,Jurong West Street 42,Situational/Consultation Fee,1,"#health, #wellness",WEST
Jurong East Joint Testing & Vaccination Centre,hospital,1.3404883,103.7395646,JURONG EAST,Jurong East Street 21,Situational/Consultation Fee,3,"#health, #wellness",WEST
Bright Vision Hospital,hospital,1.3720577,103.8780282,HOUGANG,Lor Napiri,Situational/Consultation Fee,3,"#health, #wellness",NORTH-EAST
Saint Andrews Community Hospital,hospital,1.3416535,103.9488264,TAMPINES,Simei Street 3,Situational/Consultation Fee,3,"#health, #wellness",EAST
Ren Ci Community Hospital,hospital,1.3228173,103.8459864,NOVENA,Irrawaddy Road,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Pasir Ris Joint Testing & Vaccination Centre,hospital,1.379963,103.939369,PASIR RIS,Pasir Ris Drive 10,Situational/Consultation Fee,5,"#health, #wellness",EAST
Mount Elizabeth Novena Hospital,hospital,1.3220014,103.8445055,NOVENA,Irrawaddy Road,Situational/Consultation Fee,3,"#health, #wellness",CENTRAL
National Kidney Foundation Dialysis Centre,hospital,1.3264865,103.8544276,NOVENA,Kim Keat Road,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Ang Mo Kio Joint Testing & Vaccination Centre,hospital,1.3749701,103.8573449,ANG MO KIO,Ang Mo Kio Avenue 5,Situational/Consultation Fee,4,"#health, #wellness",NORTH-EAST
Jurong Health Specialist Outpatient Clinics,hospital,1.3346266,103.7442056,JURONG EAST,Jurong East Street 21,Situational/Consultation Fee,5,"#health, #wellness",WEST
Jurong Community Hospital,hospital,1.3327304,103.7465675,JURONG EAST,Jurong East Street 21,Situational/Consultation Fee,2,"#health, #wellness",WEST
Jurong Health Services,hospital,1.334218,103.745174,JURONG EAST,Jurong East Street 21,Situational/Consultation Fee,3,"#health, #wellness",WEST
Ng Teng Fong General Hospital,hospital,1.3333962,103.745529,JURONG EAST,Jurong East Street 21,Situational/Consultation Fee,3,"#health, #wellness",WEST
ECM Building,hospital,1.3149667,103.8829355,GEYLANG,Sims Avenue,Situational/Consultation Fee,2,"#health, #wellness",CENTRAL
Bukit Merah Joint Testing & Vaccination Centre,hospital,1.2889703,103.8252552,BUKIT MERAH,Lower Delta Road,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Sengkang Joint Testing & Vaccination Centre,hospital,1.3908033,103.9035976,SENGKANG,Sengkang East Way,Situational/Consultation Fee,1,"#health, #wellness",NORTH-EAST
Tan Tock Seng Hospital Integrated Care Hub,hospital,1.3237311,103.8464927,NOVENA,Tan Tock Seng Link,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Khoo Teck Puat Hospital,hospital,1.4242698,103.8386476,YISHUN,Yishun Central,Situational/Consultation Fee,1,"#health, #wellness",NORTH
Bidadari Polyclinic & Nursing Home,hospital,1.3370448,103.8750694,TOA PAYOH,Alkaff Crescent,Situational/Consultation Fee,4,"#health, #wellness",CENTRAL
Crawfurd Hospital,hospital,1.3268013,103.8133285,BUKIT TIMAH,Adam Road,Situational/Consultation Fee,5,"#health, #wellness",CENTRAL
Tan Tock Seng Hospital,hospital,1.3212799,103.8462045,NOVENA,Jalan Tan Tock Seng,Situational/Consultation Fee,1,"#health, #wellness",CENTRAL
Guardian,pharmacy,1.3174146,103.7859506,BUKIT TIMAH,Holland Road,7.18 - 11.52,5,"#essentials, #local",CENTRAL
Watsons,pharmacy,1.2792415,103.8511856,DOWNTOWN CORE,Marina View,5.97 - 8.86,4,"#essentials, #local",CENTRAL
Watsons,pharmacy,1.2810341,103.8509412,DOWNTOWN CORE,Raffles Quay,3.78 - 8.34,1,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3105943,103.7956263,QUEENSTOWN,Holland Avenue,7.28 - 9.49,2,"#essentials, #local",CENTRAL
Watsons,pharmacy,1.2911453,103.857907,DOWNTOWN CORE,Raffles Boulevard,9.06 - 12.36,1,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.2928333,103.8532762,DOWNTOWN CORE,CityLink Mall,5.78 - 8.41,1,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3050006,103.8235722,ORCHARD,Tanglin Road,3.80 - 8.56,5,"#essentials, #local",CENTRAL
Vertex Pharmacy,pharmacy,1.3243358,103.8655175,KALLANG,Serangoon Road,7.89 - 12.80,5,"#essentials, #local",CENTRAL
Amber,pharmacy,1.28295,103.8458117,OUTRAM,South Bridge Road,8.46 - 10.57,3,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.333176,103.9144833,BEDOK,Bedok Reservoir Road,4.89 - 9.89,1,"#essentials, #local",EAST
Guardian,pharmacy,1.3030615,103.8340823,ORCHARD,Orchard Road,5.57 - 10.26,2,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.2648898,103.8204771,BUKIT MERAH,Maritime Square,6.16 - 10.07,4,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3270712,103.8466779,NOVENA,Ah Hood Road,3.82 - 5.97,2,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3110647,103.8565091,KALLANG,Kitchener Road,3.40 - 7.49,3,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3039815,103.8316423,ORCHARD,Orchard Turn,3.59 - 7.78,5,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3035419,103.8359113,ORCHARD,Orchard Road,8.59 - 13.38,1,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.2919885,103.8426623,SINGAPORE RIVER,Clemenceau Avenue,8.68 - 12.66,3,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.2954377,103.8598264,DOWNTOWN CORE,Suntec City,3.21 - 6.68,1,"#essentials, #local",CENTRAL
Watsons Health,pharmacy,1.3033539,103.8358132,ORCHARD,Paragon,3.10 - 5.30,4,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3177085,103.8926094,GEYLANG,Paya Lebar Road,4.38 - 7.57,4,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.2887832,103.8465992,SINGAPORE RIVER,Eu Tong Sen Street,3.53 - 8.20,3,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3200693,103.8436057,NOVENA,Thomson Road,4.94 - 8.47,5,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3724014,103.9499507,PASIR RIS,Pasir Ris Central Street 3,8.13 - 11.21,4,"#essentials, #local",EAST
Guardian,pharmacy,1.3014748,103.8399817,ORCHARD,The Centrepoint,9.94 - 12.38,5,"#essentials, #local",CENTRAL
Welcia BHG,pharmacy,1.2951963,103.8599029,DOWNTOWN CORE,Temasek Boulevard,7.89 - 11.93,5,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3012142,103.8383683,ORCHARD,Orchard Road,5.13 - 8.36,5,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.264681,103.8215352,BUKIT MERAH,VivoCity,5.90 - 8.54,2,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3055003,103.9048981,MARINE PARADE,East Coast Road,4.23 - 6.71,1,"#essentials, #local",CENTRAL
Watsons,pharmacy,1.3111485,103.7940503,QUEENSTOWN,Holland Village Way,8.22 - 11.05,1,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.295041,103.859115,DOWNTOWN CORE,Suntec City,8.28 - 12.74,4,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.2938658,103.8536633,DOWNTOWN CORE,Raffles City,8.37 - 11.91,3,"#essentials, #local",CENTRAL
Guardian,pharmacy,1.3524991,103.9439101,TAMPINES,Century Square,6.64 - 10.08,2,"#essentials, #local",EAST
Watsons,pharmacy,1.2900115,103.816895,BUKIT MERAH,Alexandra View,7.64 - 12.14,2,"#essentials, #local",CENTRAL
UFIT CBD Hub,gym,1.2825202,103.8466344,OUTRAM,Club Street,19.78 - 26.83,2,"#health, #wellness",CENTRAL
Pilatique Pilates Studio,gym,1.2825009,103.8470035,OUTRAM,Gemmill Lane,16.22 - 24.40,2,"#health, #wellness",CENTRAL
Fitness factory,gym,1.2886389,103.8491827,SINGAPORE RIVER,Boat Quay,29.53 - 39.35,5,"#health, #wellness",CENTRAL
Zion sport and ziva yoga,gym,1.285871,103.8339641,BUKIT MERAH,Seng Poh Road,24.63 - 31.62,2,"#health, #wellness",CENTRAL
GYMMBOXX,gym,1.2875317,103.7903164,QUEENSTOWN,Science Park Drive,15.72 - 21.88,5,"#health, #wellness",CENTRAL
The Brass Barre,gym,1.2979353,103.8515877,ROCHOR,Queen Street,29.65 - 36.85,1,"#health, #wellness",CENTRAL
MoveToLive,gym,1.3019293,103.7938599,QUEENSTOWN,Biomedical Grove,17.84 - 26.47,4,"#health, #wellness",CENTRAL
Pilates Body Pilot - Biopolis,gym,1.3045464,103.7917562,QUEENSTOWN,Biopolis Way,21.13 - 27.87,2,"#health, #wellness",CENTRAL
JH Kim Taekwando Institute,gym,1.3118836,103.9218389,BEDOK,East Coast Road,24.36 - 31.24,2,"#health, #wellness",EAST
24-HR-Gym,gym,1.3043371,103.9030292,MARINE PARADE,East Coast Road,15.76 - 25.63,2,"#health, #wellness",CENTRAL
F45,gym,1.3127818,103.9227988,BEDOK,Burnfoot Terrace,22.08 - 29.48,4,"#health, #wellness",EAST
Shaolin Xiong Hu Tang Athletics Association Singapore,gym,1.3151676,103.8916547,GEYLANG,Geylang Road,12.79 - 21.06,1,"#health, #wellness",CENTRAL
Tirisula Yoga,gym,1.3148321,103.8915428,GEYLANG,Geylang Road,29.23 - 35.91,3,"#health, #wellness",CENTRAL
Sync Cycle,gym,1.3582087,103.8749167,HOUGANG,Yio Chu Kang Road,13.28 - 22.30,2,"#health, #wellness",NORTH-EAST
Kindle,gym,1.3124057,103.9003611,GEYLANG,Joo Chiat Road,19.74 - 28.40,5,"#health, #wellness",CENTRAL
Bodyburn Fitness Singapore,gym,1.3083174,103.9030676,MARINE PARADE,Joo Chiat Road,20.14 - 30.01,4,"#health, #wellness",CENTRAL
Pattaya Fingerpress Fitness,gym,1.3082419,103.9031335,MARINE PARADE,Joo Chiat Road,14.10 - 19.95,4,"#health, #wellness",CENTRAL
Foxx,gym,1.3073322,103.9038458,MARINE PARADE,Joo Chiat Road,21.29 - 26.73,2,"#health, #wellness",CENTRAL
Golds Gym Singapore,gym,1.3069457,103.9041385,MARINE PARADE,Joo Chiat Road,30.00 - 37.80,2,"#health, #wellness",CENTRAL
Reps,gym,1.3062567,103.9046654,MARINE PARADE,Joo Chiat Road,10.04 - 17.24,2,"#health, #wellness",CENTRAL
Virgin Active,gym,1.2849022,103.8506615,DOWNTOWN CORE,Chulia Street,17.45 - 24.92,1,"#health, #wellness",CENTRAL
Ufit,gym,1.2809773,103.8470087,OUTRAM,Amoy Street,28.21 - 34.23,2,"#health, #wellness",CENTRAL
The Loft gym,gym,1.299433,103.8522444,ROCHOR,Waterloo Street,14.77 - 20.49,1,"#health, #wellness",CENTRAL
Anytime Fitness,gym,1.3718201,103.8458271,ANG MO KIO,Ang Mo Kio Avenue 6,26.18 - 33.55,3,"#health, #wellness",NORTH-EAST
Her Lifts,gym,1.3034688,103.8594009,ROCHOR,North Bridge Road,28.38 - 36.98,5,"#health, #wellness",CENTRAL
Gyn n Tonic,gym,1.3087592,103.894531,MARINE PARADE,Tanjong Katong Road,28.09 - 37.90,5,"#health, #wellness",CENTRAL
G1RYA,gym,1.3077301,103.895066,MARINE PARADE,Tanjong Katong Road,23.96 - 29.85,3,"#health, #wellness",CENTRAL
The Yoga Co.,gym,1.3021064,103.8609757,ROCHOR,Pahang Street,12.70 - 22.07,3,"#health, #wellness",CENTRAL
SG Pho House,gym,1.3035221,103.8598259,ROCHOR,North Bridge Road,26.86 - 32.35,2,"#health, #wellness",CENTRAL
GoFit,gym,1.3767688,103.7449334,CHOA CHU KANG,Choa Chu Kang Avenue 1,10.11 - 16.26,4,"#health, #wellness",WEST
Anytime Fitness,gym,1.3768478,103.7452099,CHOA CHU KANG,Choa Chu Kang Avenue 1,16.01 - 25.50,1,"#health, #wellness",WEST
Anytime Fitness,gym,1.2842211,103.8460031,OUTRAM,South Bridge Road,16.59 - 24.95,1,"#health, #wellness",CENTRAL
Trident Tactical,gym,1.3104251,103.858409,KALLANG,Jalan Besar,24.11 - 32.88,5,"#health, #wellness",CENTRAL
Lulemon Athletica,gym,1.2785103,103.8432577,OUTRAM,Duxton Road,23.94 - 29.73,5,"#health, #wellness",CENTRAL
Monte Risaia,gym,1.2779909,103.8431517,OUTRAM,Duxton Road,17.52 - 24.62,2,"#health, #wellness",CENTRAL
The Pit Singapore,gym,1.2998304,103.8364492,RIVER VALLEY,Devonshire Road,26.65 - 33.70,3,"#health, #wellness",CENTRAL
Storm Athletic Club,gym,1.3248457,103.8535018,NOVENA,Kim Keat Road,26.23 - 32.50,1,"#health, #wellness",CENTRAL
KD Taekwando,gym,1.3517113,103.8352184,BISHAN,Upper Thomson Road,10.15 - 15.51,2,"#health, #wellness",CENTRAL
Zhongtian Fitness,gym,1.3263648,103.8431869,NOVENA,Balestier Road,10.28 - 17.53,5,"#health, #wellness",CENTRAL
North Hill Gym,gym,1.3540269,103.6877733,WESTERN WATER CATCHMENT,62 Nanyang Crescent,19.47 - 28.38,5,"#health, #wellness",WEST
oompf fitness,gym,1.3060241,103.9053232,MARINE PARADE,East Coast Road,21.12 - 26.20,4,"#health, #wellness",CENTRAL
Power Moves,gym,1.3048757,103.8085914,TANGLIN,Dempsey Road,21.80 - 31.68,5,"#health, #wellness",CENTRAL
Atlas Fitness,gym,1.327299,103.8455442,NOVENA,Balestier Road,26.37 - 36.24,3,"#health, #wellness",CENTRAL
Invincible Coleman,gym,1.3258134,103.8423845,NOVENA,Balestier Road,26.87 - 35.47,4,"#health, #wellness",CENTRAL
Anytime Fitness,gym,1.3148163,103.8599636,KALLANG,Lavender Street,19.53 - 27.44,2,"#health, #wellness",CENTRAL
FAME.SG,gym,1.3091459,103.8805197,GEYLANG,Mountbatten Road,26.94 - 35.67,2,"#health, #wellness",CENTRAL
Viva Pilates,gym,1.2479004,103.8419027,SOUTHERN ISLANDS,Ocean Way,13.17 - 19.93,1,"#health, #wellness",CENTRAL
Barrys,gym,1.2816564,103.8505351,DOWNTOWN CORE,Robinson Road,20.69 - 29.03,5,"#health, #wellness",CENTRAL
Boulder Movement,gym,1.336531,103.8884959,HOUGANG,Tai Seng Street,12.80 - 20.54,4,"#health, #wellness",NORTH-EAST
Anytime Fitness,gym,1.3071178,103.8587359,KALLANG,King George's Avenue,19.67 - 25.48,1,"#health, #wellness",CENTRAL
De,gym,1.350108,103.7026632,JURONG WEST,Jurong West Avenue 5,15.94 - 21.75,2,"#health, #wellness",WEST
Lighthouse Climbing,gym,1.2748245,103.7943851,QUEENSTOWN,Pasir Panjang Road,25.36 - 32.84,2,"#health, #wellness",CENTRAL
Jenufit,gym,1.3094745,103.9117491,BEDOK,Telok Kurau Road,14.91 - 21.61,4,"#health, #wellness",EAST
R10T,gym,1.278388,103.8482941,DOWNTOWN CORE,Robinson Road,20.62 - 27.14,1,"#health, #wellness",CENTRAL
F45,gym,1.3115241,103.7949634,QUEENSTOWN,Lorong Mambong,24.29 - 32.72,5,"#health, #wellness",CENTRAL
Dennis Gym,gym,1.3228513,103.8520953,NOVENA,Balestier Road,17.74 - 26.44,1,"#health, #wellness",CENTRAL
Anytime Fitness,gym,1.3267178,103.8459651,NOVENA,Balestier Road,15.40 - 22.91,4,"#health, #wellness",CENTRAL
HyperActiv Wim Hof Method (Singapore),gym,1.3544652,103.842214,BISHAN,Pemimpin Place,27.85 - 36.41,3,"#health, #wellness",CENTRAL
Anytime Fitness,gym,1.3336815,103.8876406,TOA PAYOH,MacPherson Road,15.89 - 23.89,4,"#health, #wellness",CENTRAL
Anytime Fitness,gym,1.4292573,103.7808466,WOODLANDS,Woodlands Avenue 1,16.30 - 24.47,3,"#health, #wellness",NORTH
Homeground Gym,gym,1.3145357,103.8525318,KALLANG,Owen Road,28.93 - 34.37,3,"#health, #wellness",CENTRAL
Storm,gym,1.3263837,103.8439627,NOVENA,Balestier Road,15.11 - 23.16,3,"#health, #wellness",CENTRAL
AC Gym,gym,1.2847104,103.8473387,OUTRAM,Pickering Street,26.98 - 36.61,2,"#health, #wellness",CENTRAL
Misfit,gym,1.2877692,103.8472145,SINGAPORE RIVER,Hongkong Street,23.36 - 30.58,2,"#health, #wellness",CENTRAL
Gofio Toa Payoh,gym,1.3320331,103.8441337,TOA PAYOH,Lorong 1 Toa Payoh,27.02 - 33.02,3,"#health, #wellness",CENTRAL
Snap Fitness,gym,1.3732286,103.9485128,PASIR RIS,Pasir Ris Central,14.68 - 20.79,1,"#health, #wellness",EAST
