name,category,lat,lon,brand,address,website,phone,district,street,price,popularity,characteristic
The Flying Folks,yoga,1.2876628,103.846953,,Hongkong Street,https://theflyingfolks.com,6568169363,SINGAPORE RIVER,Hongkong Street,22.76 - 31.81,2,"#health, #wellness"
Lee Kong Chian School of Medicine (Novena Campus),university,1.3212266,103.8489573,,Mandalay Road,,,NOVENA,Mandalay Road,Free/Public Access,1,"#education, #learning"
Admin Building,university,1.2962668,103.8518539,,Victoria Street,,,MUSEUM,Victoria Street,Free/Public Access,1,"#education, #learning"
University of the Arts Singapore,university,1.298732,103.8534274,,Middle Road,https://uas.edu.sg/,,ROCHOR,Middle Road,Free/Public Access,5,"#education, #learning"
Nanyang Technological University,university,1.3483213,103.6830404,,"50 Nanyang Avenue, Singapore 639798",https://www.ntu.edu.sg/,+65 6791 1744,WESTERN WATER CATCHMENT,50 Nanyang Avenue,Free/Public Access,4,"#education, #learning"
Republic Polytechnic,university,1.4447459,103.7852269,,Woodlands Avenue 9,https://www.rp.edu.sg/,+65 6510 3000,WOODLANDS,Woodlands Avenue 9,Free/Public Access,4,"#education, #learning"
Former PSB Academy Campus (Delta),university,1.2872754,103.8264442,,Jln Bkt Ho Swee,,,BUKIT MERAH,Jln Bkt Ho Swee,Free/Public Access,1,"#education, #learning"
Singapore Polytechnic,university,1.3090311,103.7775625,,Dover Road,https://www.sp.edu.sg/,+65 6775 1133,QUEENSTOWN,Dover Road,Free/Public Access,5,"#education, #learning"
Singapore University of Technology and Design Campus,university,1.3417187,103.9638801,,Somapah Road,https://www.sutd.edu.sg/,,TAMPINES,Somapah Road,Free/Public Access,4,"#education, #learning"
James Cook University Singapore,university,1.3153552,103.8760326,,Sims Drive,,,GEYLANG,Sims Drive,Free/Public Access,1,"#education, #learning"
Singapore Polytechnic (Poly Marina),university,1.2938735,103.7630442,,West Coast Ferry Road,,,QUEENSTOWN,West Coast Ferry Road,Free/Public Access,1,"#education, #learning"
INSEAD Asia,university,1.2998008,103.786559,,Ayer Rajah Avenue,https://www.insead.edu/,,QUEENSTOWN,Ayer Rajah Avenue,Free/Public Access,4,"#education, #learning"
National University of Singapore (Bukit Timah),university,1.3196738,103.8185226,,Bukit Timah Road,,,TANGLIN,Bukit Timah Road,Free/Public Access,2,"#education, #learning"
SMF Institute of Higher Learning,university,1.2821109,103.8219548,,Jalan Bukit Merah,,,BUKIT MERAH,Jalan Bukit Merah,Free/Public Access,1,"#education, #learning"
Singapore Management University,university,1.296195,103.8503709,,Victoria Street,https://www.smu.edu.sg/,+65 6828 0100,MUSEUM,Victoria Street,Free/Public Access,4,"#education, #learning"
Ngee Ann Polytechnic,university,1.3330938,103.7741758,,Clementi Road,https://www.np.edu.sg/,+65 6466 6555,BUKIT TIMAH,Clementi Road,Free/Public Access,3,"#education, #learning"
Singapore Institute of Technology (Dover),university,1.3002187,103.7798635,,Dover Drive,https://www.singaporetech.edu.sg/,+65 6592 1189,QUEENSTOWN,Dover Drive,Free/Public Access,4,"#education, #learning"
W Singapore - Sentosa Cove,hotel,1.2463653,103.842351,W Hotels,Ocean Way,http://www.wsingaporesentosacove.com,+65 6808 7288,SOUTHERN ISLANDS,Ocean Way,32.82 - 46.78,2,"#local, #staycation"
Diamond,hotel,1.3118604,103.8808387,,Lorong 18 Geylang,,,GEYLANG,Lorong 18 Geylang,44.13 - 50.80,5,"#local, #staycation"
Dorsett Singapore,hotel,1.2796267,103.8400076,,New Bridge Road,https://www.dorsetthotels.com/singapore,,OUTRAM,New Bridge Road,43.24 - 56.81,4,"#local, #staycation"
Fairmont,hotel,1.2940043,103.8539661,Fairmont,Bras Basah Road,https://www.fairmont.com/singapore,,DOWNTOWN CORE,Bras Basah Road,31.63 - 46.15,1,"#luxury, #staycation"
Owen House by Hmlet,hotel,1.3116463,103.8549745,Hmlet,Owen Road,https://homes.hmlet.com/owenhouse/,+65 8858 6202,ROCHOR,Owen Road,30.21 - 38.71,3,"#luxury, #staycation"
Four Chain View Hotel,hotel,1.3149698,103.8910396,,Geylang Road,www.fourchain.com.sg,,GEYLANG,Geylang Road,39.19 - 48.13,2,"#luxury, #staycation"
Four Seasons Hotel,hotel,1.3052102,103.8286527,,Orchard Boulevard,https://www.fourseasons.com/singapore,,ORCHARD,Orchard Boulevard,39.38 - 46.63,4,"#local, #staycation"
Adamson Lodge,hotel,1.3045445,103.8529987,,Perak Road,www.adamsonlodge.com,,ROCHOR,Perak Road,44.46 - 51.24,2,"#local, #staycation"
Adonis Hotel,hotel,1.2965141,103.8553424,,Purvis Street,www.hoteladonis.com,,DOWNTOWN CORE,Purvis Street,47.26 - 58.36,4,"#local, #staycation"
"Amara Sanctuary Resort, Sentosa",hotel,1.2521753,103.8221922,,Larkhill Road,www.amarasanctuary.com,,SOUTHERN ISLANDS,Larkhill Road,41.17 - 50.25,5,"#local, #staycation"
Amara Singapore,hotel,1.2749407,103.8436571,,Tanjong Pagar Road,https://www.amarahotels.com/,,DOWNTOWN CORE,Tanjong Pagar Road,40.82 - 49.81,2,"#local, #staycation"
ST Signature Coliving Hostel,hotel,1.2967549,103.8558647,,Middle Road,,,DOWNTOWN CORE,Middle Road,31.55 - 45.22,5,"#local, #staycation"
Hotel Clover (The Arts),hotel,1.2875417,103.8481413,Hotel Clover,South Bridge Road,https://www.hotelcloverthearts.com/,,SINGAPORE RIVER,South Bridge Road,34.51 - 40.80,3,"#local, #staycation"
Hotel Conforto,hotel,1.2883473,103.8478558,,Carpenter Street,,,SINGAPORE RIVER,Carpenter Street,37.45 - 44.87,5,"#local, #staycation"
Fuji,hotel,1.3116336,103.8826879,,Jalan Molek,,,GEYLANG,Jalan Molek,49.03 - 60.11,4,"#local, #staycation"
Hotel Grand Central,hotel,1.3012943,103.8417676,,Cavenagh Road,,,ORCHARD,Cavenagh Road,32.15 - 38.24,3,"#local, #staycation"
Harbour Ville Hotel Hamilton,hotel,1.3115415,103.8615212,,Hamilton Road,www.hotelhamilton.com.sg,,KALLANG,Hamilton Road,39.49 - 48.43,2,"#local, #staycation"
Hotel Jen (Orchardgateway),hotel,1.3007018,103.8388997,Jen by Shangri-La,Orchard Road,https://www.hoteljen.com/singapore/orchardgateway/,+65 67088888,ORCHARD,Orchard Road,45.89 - 57.90,2,"#luxury, #staycation"
JEN Singapore Tanglin,hotel,1.3042705,103.8239124,Jen by Shangri-La,Cuscaden Road,https://www.shangri-la.com/en/hotels/jen/singapore/tanglin/,+65 67382222,ORCHARD,Cuscaden Road,46.38 - 59.76,4,"#local, #staycation"
Hotel Kai,hotel,1.2965218,103.8554053,,Purvis Street,www.hotelkai.com,,DOWNTOWN CORE,Purvis Street,32.64 - 38.53,1,"#local, #staycation"
Hotel Nuve,hotel,1.3027514,103.8582753,,Jalan Pinang,https://www.hotelnuve.com/,,ROCHOR,Jalan Pinang,32.51 - 40.70,1,"#local, #staycation"
Hotel Re!,hotel,1.2854382,103.8383953,,Chin Swee Road,https://www.hotelre.com.sg/,,OUTRAM,Chin Swee Road,37.63 - 46.97,2,"#local, #staycation"
Hotel Royal,hotel,1.3168306,103.8418595,,Newton Road,https://www.hotelroyal.com/,,NOVENA,Newton Road,46.84 - 61.21,4,"#local, #staycation"
Hotel Snow,hotel,1.3109556,103.8617436,,Cavan Road,,,KALLANG,Cavan Road,47.95 - 60.73,1,"#local, #staycation"
Hotel Supreme,hotel,1.3013394,103.8424247,,Kramat Road,www.supremeh.com.sg,,ORCHARD,Kramat Road,36.71 - 51.55,5,"#local, #staycation"
"The Vagabond Club, Singapore, a Tribute Portfolio Hotel",hotel,1.3070191,103.8583028,,Syed Alwi Road,https://hotelvagabondsingapore.com/,,ROCHOR,Syed Alwi Road,42.65 - 48.04,2,"#local, #staycation"
Hup Hoe Hotel,hotel,1.3139645,103.8875843,,Geylang Road,,,GEYLANG,Geylang Road,31.96 - 43.55,5,"#local, #staycation"
Ibis (Bencoolen),hotel,1.3009632,103.8524227,Ibis,Bencoolen Street,https://all.accor.com/hotel/6657/index.en.shtml,+65 6593 2888,ROCHOR,Bencoolen Street,40.15 - 51.95,4,"#local, #staycation"
Ibis Styles,hotel,1.3317706,103.8792945,Ibis Styles,Macpherson Road,https://www.accorhotels.com/9411,,TOA PAYOH,Macpherson Road,45.40 - 58.25,5,"#luxury, #staycation"
J8 Hotel,hotel,1.3076976,103.8585205,,Townshend Road,https://www.j8hotel.com/,,KALLANG,Townshend Road,34.16 - 43.43,1,"#local, #staycation"
Jade,hotel,1.3117118,103.8827759,,Jalan Molek,,,GEYLANG,Jalan Molek,45.04 - 54.37,1,"#local, #staycation"
Jin Dong Hotel,hotel,1.3102273,103.8788067,,Lorong 12 Geylang,,,GEYLANG,Lorong 12 Geylang,33.86 - 41.76,3,"#local, #staycation"
Hotel 1888 Collection,hotel,1.2828972,103.8439597,,Trengganu Street,http://www.hotel1888.com.sg/,+65 69101888,OUTRAM,Trengganu Street,33.97 - 41.91,2,"#local, #staycation"
Just Inn Pine,hotel,1.3119092,103.8602089,,Tyrwhitt Road,,,KALLANG,Tyrwhitt Road,34.84 - 43.68,4,"#local, #staycation"
Kam Leng Hotel,hotel,1.3132243,103.8596995,,Jalan Besar,www.kamleng.com,,KALLANG,Jalan Besar,48.41 - 55.80,2,"#local, #staycation"
Kerbau Hotel,hotel,1.3075463,103.8508256,,Kerbau Road,,,ROCHOR,Kerbau Road,48.07 - 56.04,5,"#local, #staycation"
Kim Tian (Star) Hotel,hotel,1.3114355,103.8762403,,Lorong 6 Geylang,,,GEYLANG,Lorong 6 Geylang,41.97 - 47.58,4,"#luxury, #staycation"
Kim Tian Hotel (Han),hotel,1.3101616,103.8762027,,Lorong 4 Geylang,,,GEYLANG,Lorong 4 Geylang,41.98 - 49.58,4,"#local, #staycation"
La Mode (Sophia),hotel,1.3112511,103.8778352,,Lorong 10 Geylang,https://lamodehotel.blogspot.com/,6567411423,GEYLANG,Lorong 10 Geylang,42.28 - 54.44,1,"#local, #staycation"
Lai Ming Hotel Cosmoland,hotel,1.3128524,103.8828778,,Geylang Road,https://www.laiminghotel.com.sg/,,GEYLANG,Geylang Road,37.86 - 50.29,5,"#local, #staycation"
The Snooze Hotel,hotel,1.3087862,103.9120795,,East Coast Road,,,BEDOK,East Coast Road,37.44 - 51.96,1,"#local, #staycation"
Lex,hotel,1.3118188,103.8771017,,Lorong 8 Geylang,https://lexhotelsingapore.blogspot.com/,6567452234,GEYLANG,Lorong 8 Geylang,36.39 - 44.09,1,"#local, #staycation"
Link Hotel,hotel,1.2848724,103.8342907,,Tiong Bahru Road,https://www.linkhotel.com.sg/,,BUKIT MERAH,Tiong Bahru Road,40.83 - 51.39,3,"#luxury, #staycation"
Lloyd's Inn,hotel,1.2972636,103.8403659,,Lloyd Road,https://www.lloydsinn.com/,,RIVER VALLEY,Lloyd Road,49.59 - 55.16,1,"#local, #staycation"
Naumi Liora,hotel,1.2806192,103.8415424,,Keong Saik Road,www.naumiliora.com,,OUTRAM,Keong Saik Road,30.82 - 39.31,2,"#local, #staycation"
Naumi,hotel,1.2958125,103.8551441,,Seah Street,www.naumihotel.com,,DOWNTOWN CORE,Seah Street,31.96 - 39.27,4,"#local, #staycation"
New Cape Inn,hotel,1.2855643,103.8340759,,Seng Poh Road,www.capeinn-singapore.com,,BUKIT MERAH,Seng Poh Road,34.21 - 48.44,1,"#local, #staycation"
New Cathay Hotel (Geylang),hotel,1.3132358,103.8817472,,Geylang Road,,,GEYLANG,Geylang Road,34.89 - 47.13,2,"#local, #staycation"
JXIN Hotel,hotel,1.3115829,103.8777715,,Lorong 10 Geylang,,,GEYLANG,Lorong 10 Geylang,36.61 - 49.04,5,"#local, #staycation"
New Majestic Hotel,hotel,1.2793051,103.8403624,,Bukit Pasoh Road,https://www.newmajestichotel.com/,,OUTRAM,Bukit Pasoh Road,43.43 - 54.53,4,"#local, #staycation"
New Orchid Hotel,hotel,1.3242913,103.8510394,,Balestier Road,https://www.neworchidhotel.com,,NOVENA,Balestier Road,45.26 - 56.81,5,"#local, #staycation"
Dream Lodge,hotel,1.3102017,103.8582584,,Jalan Besar,,,KALLANG,Jalan Besar,38.66 - 46.70,2,"#luxury, #staycation"
Nostalgia Hotel,hotel,1.285165,103.8335903,,Tiong Bahru Road,https://www.hotelnostalgia.com.sg/,,BUKIT MERAH,Tiong Bahru Road,42.98 - 55.91,5,"#local, #staycation"
Oasia Hotel,hotel,1.3200301,103.8447824,,Sinaran Drive,https://www.stayfareast.com/,,NOVENA,Sinaran Drive,42.45 - 55.61,5,"#local, #staycation"
One Farrer Hotel & Spa,hotel,1.3129505,103.8539713,,Farrer Park Station Road,https://www.onefarrer.com/,,ROCHOR,Farrer Park Station Road,39.92 - 48.06,5,"#luxury, #staycation"
Orchard Hotel Singapore,hotel,1.3076686,103.8281644,,Orchard Road,https://www.millenniumhotels.com.sg/,,ORCHARD,Orchard Road,38.82 - 51.14,1,"#local, #staycation"
Orchard RendezVous Hotel,hotel,1.3065524,103.8278105,,Tanglin Road,https://www.rendezvoushotels.com.sg/en,,ORCHARD,Tanglin Road,40.79 - 55.03,1,"#local, #staycation"
Orchid Hotel,hotel,1.2769196,103.844093,,Tras Link,https://www.orchidhotel.com.sg/,,OUTRAM,Tras Link,35.38 - 44.48,1,"#local, #staycation"
K Hotel 14,hotel,1.3112228,103.8775743,,Lorong 10 Geylang,,,GEYLANG,Lorong 10 Geylang,41.76 - 54.08,4,"#local, #staycation"
K Hotel 12,hotel,1.3113201,103.8775538,,Lorong 10 Geylang,,,GEYLANG,Lorong 10 Geylang,41.51 - 55.86,2,"#local, #staycation"
Parc Sovereign Hotel (Tyrwhitt),hotel,1.3121924,103.8606714,,Tyrwhitt Road,https://www.parcsovereign.com/,,KALLANG,Tyrwhitt Road,35.44 - 47.04,1,"#local, #staycation"
Amoy Hotel,hotel,1.2830004,103.8486454,,Telok Ayer Street,https://www.stayfareast.com/,,OUTRAM,Telok Ayer Street,39.58 - 44.97,5,"#luxury, #staycation"
Amrise Hotel,hotel,1.3139641,103.8778719,,Sims Avenue,https://amrisehotel.com/,,GEYLANG,Sims Avenue,42.36 - 49.40,5,"#local, #staycation"
Aqueen Hotel (Lavender),hotel,1.3123789,103.8613002,Aqueen,Lavender Street,https://www.aqueenhotels.com/,,KALLANG,Lavender Street,36.90 - 45.21,5,"#local, #staycation"
Arcadia Hotel,hotel,1.3114598,103.8613295,,Hamilton Road,www.arcadiahotel.com.sg,,KALLANG,Hamilton Road,48.03 - 57.91,5,"#local, #staycation"
Arianna Hotel,hotel,1.308982,103.8559161,,Syed Alwi Road,www.ariannahotel.com.sg,,ROCHOR,Syed Alwi Road,33.36 - 41.14,3,"#local, #staycation"
Arton Boutique Hotel,hotel,1.3120647,103.8608539,,Tyrwhitt Road,https://www.artonhotel.com/,,KALLANG,Tyrwhitt Road,39.94 - 50.21,4,"#local, #staycation"
Ascott,hotel,1.2820846,103.8515444,,Finlayson Green,https://www.the-ascott.com/,,DOWNTOWN CORE,Finlayson Green,36.69 - 50.37,2,"#local, #staycation"
Asia Star Hotel,hotel,1.3085031,103.8547255,,Rowell Road,www.asiastarhotel.com,,ROCHOR,Rowell Road,32.14 - 46.48,2,"#local, #staycation"
Backpacker Cozy Corner Guesthouse,hotel,1.2984534,103.8557413,,North Bridge Road,,+65 8818 1868,DOWNTOWN CORE,North Bridge Road,41.44 - 50.11,1,"#local, #staycation"
Backpacker's (Inn Chinatown 2),hotel,1.2834869,103.8455614,Backpacker's,Mosque Street,https://richlodging.com/,,OUTRAM,Mosque Street,30.40 - 43.05,3,"#local, #staycation"
Backpacker's (Inn Chinatown 3),hotel,1.2837921,103.8454769,Backpacker's,Upper Cross Street,https://richlodging.com/,,OUTRAM,Upper Cross Street,43.64 - 54.15,2,"#local, #staycation"
Backpackers Inn Chinatown,hotel,1.2835599,103.8454074,,Mosque Street,https://richlodging.com/,,OUTRAM,Mosque Street,35.38 - 44.19,4,"#luxury, #staycation"
Backpackers@sg,hotel,1.3103556,103.8617102,,King George's Avenue,https://www.bpsg.com.sg/,+65 66832924,KALLANG,King George's Avenue,47.21 - 59.25,5,"#luxury, #staycation"
Local,hotel,1.2984985,103.8503677,,Bencoolen Street,https://www.30bencoolen.com.sg,6563372882,ROCHOR,Bencoolen Street,50.00 - 56.90,1,"#local, #staycation"
Beds and Dreams,hotel,1.2833091,103.8435952,,Temple Street,www.bedsanddreamshostel.com,,OUTRAM,Temple Street,34.76 - 40.21,4,"#local, #staycation"
Hotel Lyf Bugis,hotel,1.3009164,103.8515065,,Middle Road,,,ROCHOR,Middle Road,49.48 - 60.07,2,"#luxury, #staycation"
Blanc Inn,hotel,1.3117429,103.8602299,,Tyrwhitt Road,https://inn.com.sg/,+65 81139906,KALLANG,Tyrwhitt Road,32.24 - 46.75,3,"#local, #staycation"
Bliss Hotel,hotel,1.2844578,103.8443042,,Upper Cross Street,https://www.blisshotel.com.sg/,,OUTRAM,Upper Cross Street,49.47 - 54.77,1,"#local, #staycation"
Blissful Loft,hotel,1.287477,103.8471387,,Hongkong Street,www.blissfulloft.com,,SINGAPORE RIVER,Hongkong Street,49.63 - 55.37,2,"#local, #staycation"
Bright Star Hotel,hotel,1.313516,103.8788676,,Lorong 17 Geylang,,,GEYLANG,Lorong 17 Geylang,37.17 - 49.64,1,"#local, #staycation"
Broadway Hotel,hotel,1.3091791,103.8532245,,Serangoon Road,http://www.broadwayhotelsingapore.com,,ROCHOR,Serangoon Road,49.32 - 61.29,2,"#local, #staycation"
Budgetone Hotel,hotel,1.3122538,103.8804838,,Lorong 18 Geylang,,,GEYLANG,Lorong 18 Geylang,45.19 - 56.06,5,"#luxury, #staycation"
Cameron Hotel,hotel,1.3367424,103.954974,,Upper Changi Road,https://www.cameronhotel.com.sg/,,TAMPINES,Upper Changi Road,36.01 - 46.17,3,"#luxury, #staycation"
Capella Singapore,hotel,1.2496982,103.8244312,,The Knolls,https://www.capellahotels.com/singapore/,+65 6377 8888,SOUTHERN ISLANDS,The Knolls,46.57 - 57.43,5,"#local, #staycation"
Dorsett Changi City Singapore,hotel,1.3342656,103.9635838,,Changi Business Park Central 1,https://singapore.capribyfraser.com/,,TAMPINES,Changi Business Park Central 1,39.91 - 47.92,2,"#local, #staycation"
Carlton Hotel,hotel,1.2957589,103.8525377,,Bras Basah Road,https://www.carltonhotel.sg/,+65 63388333,DOWNTOWN CORE,Bras Basah Road,35.51 - 43.24,4,"#local, #staycation"
Champion Hotel,hotel,1.3147981,103.8984613,,Joo Chiat Road,www.championhotel.com.sg,,GEYLANG,Joo Chiat Road,38.29 - 51.75,5,"#local, #staycation"
Chang Ziang Hotel,hotel,1.3131637,103.87805,,Lorong 15 Geylang,www.changzianghotel.com,,GEYLANG,Lorong 15 Geylang,43.82 - 50.19,4,"#local, #staycation"
Checkers Backpackers,hotel,1.3050473,103.852589,,Campbell Lane,www.checkers-backpackers.com,,ROCHOR,Campbell Lane,34.12 - 48.02,2,"#local, #staycation"
Cherryloft Resorts,hotel,1.3791686,103.9583176,,Jalan Loyang Besar,,,PASIR RIS,Jalan Loyang Besar,33.05 - 40.00,3,"#local, #staycation"
Soloha,hotel,1.2803281,103.8419212,,Teck Lim Road,https://solohahotels.com/,+65 6222 8881,OUTRAM,Teck Lim Road,49.23 - 55.94,4,"#luxury, #staycation"
Concorde Hotel Singapore,hotel,1.3006144,103.8422281,,Orchard Road,www.concordehotel.com.sg,,ORCHARD,Orchard Road,32.41 - 43.65,2,"#local, #staycation"
Conrad Centennial Singapore,hotel,1.293525,103.8587748,Conrad,Temasek Boulevard,https://www.hilton.com/en/hotels/sincici-conrad-centennial-singapore/,+65 6334 8888,DOWNTOWN CORE,Temasek Boulevard,47.61 - 59.96,4,"#luxury, #staycation"
Copthorne King Hotel,hotel,1.2882596,103.8366425,,Havelock Road,www.copthornekings.com.sg,,SINGAPORE RIVER,Havelock Road,49.16 - 60.08,5,"#local, #staycation"
The Room Capsule Hotel,hotel,1.3107642,103.8729379,,Geylang Road,,,KALLANG,Geylang Road,43.48 - 48.73,2,"#local, #staycation"
Crowne Plaza (Changi Airport),hotel,1.3586803,103.9879472,Crowne Plaza,Airport Boulevard,https://www.ihg.com/crowneplaza/hotels/us/en/singapore/sincp/hoteldetail,+65 6823 5300,CHANGI,Airport Boulevard,39.65 - 48.99,5,"#local, #staycation"
Holiday Inn Express Singapore Serangoon,hotel,1.3101411,103.8586303,Holiday Inn Express,Jalan Besar,,,KALLANG,Jalan Besar,36.94 - 51.63,1,"#luxury, #staycation"
Gallop Kranji Farm Resort,hotel,1.4201431,103.7187043,,Neo Tiew Lane 2,https://www.dkranji.com.sg/,,LIM CHU KANG,Neo Tiew Lane 2,35.24 - 47.26,2,"#luxury, #staycation"
Darlene Hotel (Geylang),hotel,1.3109009,103.87697,,Lorong 8 Geylang,,,GEYLANG,Lorong 8 Geylang,36.04 - 42.91,4,"#luxury, #staycation"
Aloft,hotel,1.3269777,103.8473659,Aloft,Jalan Rajah,https://www.ramada-dayshotelssingapore.com/,,NOVENA,Jalan Rajah,42.27 - 51.66,1,"#luxury, #staycation"
K Hotel 8,hotel,1.3106599,103.8772781,,Lorong 8 Geylang,https://www.khotel.co/,6566772790,GEYLANG,Lorong 8 Geylang,44.54 - 51.76,5,"#local, #staycation"
Holiday Inn (Atrium),hotel,1.2887766,103.8344626,Holiday Inn,Outram Road,https://www.holiday-inn.com/atrium-sin,,BUKIT MERAH,Outram Road,32.22 - 40.51,5,"#local, #staycation"
Holiday Inn (Orchard City Centre),hotel,1.3022791,103.8411016,Holiday Inn,Cavenagh Road,https://www.holidayinn.com/hotels/us/en/singapore/sinpv/hoteldetail,,ORCHARD,Cavenagh Road,49.65 - 56.87,4,"#luxury, #staycation"
Holiday Inn Express (Orchard Road),hotel,1.303228,103.8366804,Holiday Inn Express,Bideford Road,,,ORCHARD,Bideford Road,41.88 - 49.05,1,"#luxury, #staycation"
Hoover Hotel,hotel,1.3217032,103.8530696,,Balestier Road,,,NOVENA,Balestier Road,32.64 - 46.23,3,"#local, #staycation"
Hotel 165,hotel,1.3104789,103.856274,,Kitchener Road,,,KALLANG,Kitchener Road,45.18 - 54.75,4,"#local, #staycation"
hotel 1929,hotel,1.2807922,103.8418123,,Keong Saik Road,https://www.hotel1929.com/,,OUTRAM,Keong Saik Road,38.13 - 50.05,5,"#local, #staycation"
Hotel 81 (Balestier),hotel,1.3213796,103.8531237,Hotel 81,Balestier Road,https://www.hotel81.com.sg/,,NOVENA,Balestier Road,40.99 - 53.65,2,"#local, #staycation"
Hotel 81,hotel,1.3187006,103.9116567,Hotel 81,Changi Road,https://www.hotel81.com.sg/,,BEDOK,Changi Road,33.15 - 46.92,1,"#local, #staycation"
Hotel 81 (Cherry),hotel,1.3119912,103.8784174,Hotel 81,Lorong 12 Geylang,https://www.hotel81.com.sg/,,GEYLANG,Lorong 12 Geylang,40.63 - 51.09,3,"#local, #staycation"
Hotel 81 (Classic),hotel,1.3156788,103.8978048,Hotel 81,Joo Chiat Road,https://www.hotel81.com.sg/,,GEYLANG,Joo Chiat Road,38.37 - 49.01,2,"#luxury, #staycation"
Hotel 81 (Cosy),hotel,1.2796864,103.8418833,Hotel 81,Jiak Chuan Road,https://www.hotel81.com.sg/,,OUTRAM,Jiak Chuan Road,38.27 - 45.95,1,"#local, #staycation"
Hotel 81 (Dickson),hotel,1.3049045,103.8542693,Hotel 81,Dickson Road,https://www.hotel81.com.sg/,,ROCHOR,Dickson Road,38.52 - 52.18,4,"#local, #staycation"
Hotel 81 (Elegance),hotel,1.3124598,103.8602834,Hotel 81,Foch Road,https://www.hotel81.com.sg/,,KALLANG,Foch Road,35.58 - 42.97,4,"#luxury, #staycation"
Hotel 81 (Gold),hotel,1.3119564,103.8811222,Hotel 81,Lorong 20 Geylang,https://www.hotel81.com.sg/,,GEYLANG,Lorong 20 Geylang,47.81 - 54.20,1,"#local, #staycation"
Lofi Inn,hotel,1.3116011,103.8610655,,Hamilton Road,www.lofiinn.com,,KALLANG,Hamilton Road,38.28 - 48.14,3,"#local, #staycation"
Lulu Hotel,hotel,1.2831615,103.843006,,Smith Street,www.lulu-hotel.com,,OUTRAM,Smith Street,44.44 - 52.18,1,"#local, #staycation"
M Social Singapore,hotel,1.2906671,103.8371494,,Robertson Quay,https://www.millenniumhotels.com/en/singapore/m-social-singapore/,6562061888,SINGAPORE RIVER,Robertson Quay,36.97 - 51.40,2,"#luxury, #staycation"
Malacca Hotel,hotel,1.3135219,103.906357,,Still Road,www.malacca.com.sg,,GEYLANG,Still Road,42.90 - 52.53,2,"#local, #staycation"
Hilton Singapore Orchard,hotel,1.3019079,103.8359161,Hilton,Orchard Road,https://www.hilton.com/en/hotels/sinorhi-hilton-singapore-orchard/,+65 6737 4411,ORCHARD,Orchard Road,31.28 - 38.94,4,"#local, #staycation"
Mandarin Oriental Singapore,hotel,1.2906606,103.858324,Mandarin Oriental,Raffles Avenue,https://www.mandarinoriental.com,,DOWNTOWN CORE,Raffles Avenue,41.25 - 48.95,1,"#local, #staycation"
Marina Bay Sands,hotel,1.2836965,103.8607226,,Bayfront Avenue,https://www.marinabaysands.com/,,DOWNTOWN CORE,Bayfront Avenue,33.67 - 47.99,4,"#local, #staycation"
Fragrance Hotel (Balestier),hotel,1.3219749,103.8526514,Fragrance Hotel,Balestier Road,https://www.fragrancehotel.com/,,NOVENA,Balestier Road,41.92 - 55.45,3,"#luxury, #staycation"
Fragrance Hotel (Classic),hotel,1.3258637,103.8496208,Fragrance Hotel,Balestier Road,https://www.fragrancehotel.com/,,NOVENA,Balestier Road,35.40 - 40.72,2,"#luxury, #staycation"
Ibis Budget Singapore Crystal,hotel,1.3105884,103.8806177,Ibis Budget,Lorong 18 Geylang,https://www.fragrancehotel.com/,,GEYLANG,Lorong 18 Geylang,46.06 - 54.49,5,"#local, #staycation"
Fragrance Hotel (Imperial),hotel,1.309636,103.8624254,Fragrance Hotel,Penhas Road,https://www.fragrancehotel.com/,,KALLANG,Penhas Road,32.11 - 37.17,5,"#local, #staycation"
Fragrance Hotel (Ocean View),hotel,1.2924138,103.7685128,Fragrance Hotel,Pasir Panjang Road,https://www.fragrancehotel.com/,,QUEENSTOWN,Pasir Panjang Road,35.46 - 45.13,1,"#local, #staycation"
Fragrance Hotel (Rose),hotel,1.322082,103.8526432,Fragrance Hotel,Balestier Road,https://www.fragrancehotel.com/,,NOVENA,Balestier Road,36.87 - 49.87,1,"#local, #staycation"
Fragrance Hotel (Royal),hotel,1.2697068,103.813875,Fragrance Hotel,Telok Blangah Road,https://www.fragrancehotel.com/,,BUKIT MERAH,Telok Blangah Road,32.87 - 43.15,5,"#local, #staycation"
Ibis Budget Singapore Ruby,hotel,1.3122381,103.8810971,Ibis Budget,Lorong 20 Geylang,https://www.fragrancehotel.com/,,GEYLANG,Lorong 20 Geylang,37.59 - 52.44,1,"#luxury, #staycation"
Ibis Budget Singapore Sapphire,hotel,1.3117532,103.8777213,Ibis Budget,Lorong 10 Geylang,https://www.fragrancehotel.com/,,GEYLANG,Lorong 10 Geylang,37.39 - 52.01,2,"#local, #staycation"
Ibis Budget Singapore Ametrine,hotel,1.3114563,103.8775562,Ibis Budget,Lorong 10 Geylang,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=B6H7&merchantid=seo-maps-SG-B6H7&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNTg0MzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,6568467888,GEYLANG,Lorong 10 Geylang,33.42 - 38.85,3,"#luxury, #staycation"
